name,wikiLink,inCategory,addToThisList,listLink
Don Lemon,https://en.wikipedia.org/wiki/Don_Lemon,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Leo Lerman,https://en.wikipedia.org/wiki/Leo_Lerman,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ariel Levy (journalist),https://en.wikipedia.org/wiki/Ariel_Levy_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bryan Llenas,https://en.wikipedia.org/wiki/Bryan_Llenas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stacy London,https://en.wikipedia.org/wiki/Stacy_London,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kat Long,https://en.wikipedia.org/wiki/Kat_Long,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Suzanne Malveaux,https://en.wikipedia.org/wiki/Suzanne_Malveaux,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eric Marcus,https://en.wikipedia.org/wiki/Eric_Marcus,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Miguel Marquez,https://en.wikipedia.org/wiki/Miguel_Marquez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Del Martin and Phyllis Lyon,https://en.wikipedia.org/wiki/Del_Martin_and_Phyllis_Lyon,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Carlos Maza,https://en.wikipedia.org/wiki/Carlos_Maza,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gabriel Mac,https://en.wikipedia.org/wiki/Gabriel_Mac,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Faith Middleton,https://en.wikipedia.org/wiki/Faith_Middleton,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Neil Miller (writer),https://en.wikipedia.org/wiki/Neil_Miller_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stephanie Miller,https://en.wikipedia.org/wiki/Stephanie_Miller,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Donna Minkowitz,https://en.wikipedia.org/wiki/Donna_Minkowitz,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Raphael Miranda,https://en.wikipedia.org/wiki/Raphael_Miranda,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bob Mondello,https://en.wikipedia.org/wiki/Bob_Mondello,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David J. Morrow,https://en.wikipedia.org/wiki/David_J._Morrow,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Deroy Murdock,https://en.wikipedia.org/wiki/Deroy_Murdock,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Musto,https://en.wikipedia.org/wiki/Michael_Musto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Adam Nagourney,https://en.wikipedia.org/wiki/Adam_Nagourney,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Raymond Nels Nelson,https://en.wikipedia.org/wiki/Raymond_Nels_Nelson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Patrick Ness,https://en.wikipedia.org/wiki/Patrick_Ness,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andy Ngo,https://en.wikipedia.org/wiki/Andy_Ngo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Diana Nyad,https://en.wikipedia.org/wiki/Diana_Nyad,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robert Osborne,https://en.wikipedia.org/wiki/Robert_Osborne,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Steve Osunsami,https://en.wikipedia.org/wiki/Steve_Osunsami,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chuck Palahniuk,https://en.wikipedia.org/wiki/Chuck_Palahniuk,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Charles Perez,https://en.wikipedia.org/wiki/Charles_Perez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Charles Pitts (broadcaster),https://en.wikipedia.org/wiki/Charles_Pitts_(broadcaster),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Hank Plante,https://en.wikipedia.org/wiki/Hank_Plante,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Laura Poitras,https://en.wikipedia.org/wiki/Laura_Poitras,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Clark Polak,https://en.wikipedia.org/wiki/Clark_Polak,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lydia Polgreen,https://en.wikipedia.org/wiki/Lydia_Polgreen,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jane Pratt,https://en.wikipedia.org/wiki/Jane_Pratt,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ashlee Marie Preston,https://en.wikipedia.org/wiki/Ashlee_Marie_Preston,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Deb Price,https://en.wikipedia.org/wiki/Deb_Price,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jim Provenzano,https://en.wikipedia.org/wiki/Jim_Provenzano,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lawrence J. Quirk,https://en.wikipedia.org/wiki/Lawrence_J._Quirk,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Justin Raimondo,https://en.wikipedia.org/wiki/Justin_Raimondo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paola Ramos (journalist),https://en.wikipedia.org/wiki/Paola_Ramos_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ellen Ratner,https://en.wikipedia.org/wiki/Ellen_Ratner,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rita Reed,https://en.wikipedia.org/wiki/Rita_Reed,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robin Roberts (newscaster),https://en.wikipedia.org/wiki/Robin_Roberts_(newscaster),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Thomas Roberts (television journalist),https://en.wikipedia.org/wiki/Thomas_Roberts_(television_journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Richard Rodriguez,https://en.wikipedia.org/wiki/Richard_Rodriguez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Danica Roem,https://en.wikipedia.org/wiki/Danica_Roem,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Rogers (publisher),https://en.wikipedia.org/wiki/Michael_Rogers_(publisher),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Steven Romo,https://en.wikipedia.org/wiki/Steven_Romo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Brandon Lee Rudat,https://en.wikipedia.org/wiki/Brandon_Lee_Rudat,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nemat Sadat,https://en.wikipedia.org/wiki/Nemat_Sadat,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Matt Sanchez,https://en.wikipedia.org/wiki/Matt_Sanchez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sam Sanders (journalist),https://en.wikipedia.org/wiki/Sam_Sanders_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dan Savage,https://en.wikipedia.org/wiki/Dan_Savage,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Scarce,https://en.wikipedia.org/wiki/Michael_Scarce,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeffrey Schmalz,https://en.wikipedia.org/wiki/Jeffrey_Schmalz,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kemble Scott,https://en.wikipedia.org/wiki/Kemble_Scott,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Segal,https://en.wikipedia.org/wiki/Mark_Segal,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kim Severson,https://en.wikipedia.org/wiki/Kim_Severson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ari Shapiro,https://en.wikipedia.org/wiki/Ari_Shapiro,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Parvez Sharma,https://en.wikipedia.org/wiki/Parvez_Sharma,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Randy Shilts,https://en.wikipedia.org/wiki/Randy_Shilts,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ellen Shub,https://en.wikipedia.org/wiki/Ellen_Shub,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Brenden Shucart,https://en.wikipedia.org/wiki/Brenden_Shucart,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michelangelo Signorile,https://en.wikipedia.org/wiki/Michelangelo_Signorile,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nate Silver,https://en.wikipedia.org/wiki/Nate_Silver,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nadine Smith,https://en.wikipedia.org/wiki/Nadine_Smith,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Shepard Smith,https://en.wikipedia.org/wiki/Shepard_Smith,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Solita Solano,https://en.wikipedia.org/wiki/Solita_Solano,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Zach Stafford,https://en.wikipedia.org/wiki/Zach_Stafford,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Joanna Stern,https://en.wikipedia.org/wiki/Joanna_Stern,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andrew Sullivan,https://en.wikipedia.org/wiki/Andrew_Sullivan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kara Swisher,https://en.wikipedia.org/wiki/Kara_Swisher,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dan Taberski,https://en.wikipedia.org/wiki/Dan_Taberski,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Owen Thomas (writer),https://en.wikipedia.org/wiki/Owen_Thomas_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Thompson (author),https://en.wikipedia.org/wiki/Mark_Thompson_(author),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Anthony Tommasini,https://en.wikipedia.org/wiki/Anthony_Tommasini,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Triplett,https://en.wikipedia.org/wiki/Michael_Triplett,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Zoey Tur,https://en.wikipedia.org/wiki/Zoey_Tur,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Neda Ulaby,https://en.wikipedia.org/wiki/Neda_Ulaby,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jennifer Vanasco,https://en.wikipedia.org/wiki/Jennifer_Vanasco,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Emily St. James,https://en.wikipedia.org/wiki/Emily_St._James,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jose Antonio Vargas,https://en.wikipedia.org/wiki/Jose_Antonio_Vargas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jane Velez-Mitchell,https://en.wikipedia.org/wiki/Jane_Velez-Mitchell,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jonathan Vigliotti,https://en.wikipedia.org/wiki/Jonathan_Vigliotti,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Norah Vincent,https://en.wikipedia.org/wiki/Norah_Vincent,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Brandon Voss,https://en.wikipedia.org/wiki/Brandon_Voss,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Amy Walter,https://en.wikipedia.org/wiki/Amy_Walter,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Patricia Nell Warren,https://en.wikipedia.org/wiki/Patricia_Nell_Warren,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chase Whiteside,https://en.wikipedia.org/wiki/Chase_Whiteside,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mason Wiley,https://en.wikipedia.org/wiki/Mason_Wiley,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edward Wyckoff Williams,https://en.wikipedia.org/wiki/Edward_Wyckoff_Williams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lucian Wintrich,https://en.wikipedia.org/wiki/Lucian_Wintrich,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rex Wockner,https://en.wikipedia.org/wiki/Rex_Wockner,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Natalie Wolchover,https://en.wikipedia.org/wiki/Natalie_Wolchover,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jenna Wolfe,https://en.wikipedia.org/wiki/Jenna_Wolfe,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Yang (journalist),https://en.wikipedia.org/wiki/John_Yang_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeff Zeleny,https://en.wikipedia.org/wiki/Jeff_Zeleny,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Helen Zia,https://en.wikipedia.org/wiki/Helen_Zia,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Victor Zonana,https://en.wikipedia.org/wiki/Victor_Zonana,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Peter Zuckerman,https://en.wikipedia.org/wiki/Peter_Zuckerman,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
William Aalto,https://en.wikipedia.org/wiki/William_Aalto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Leroy F. Aarons,https://en.wikipedia.org/wiki/Leroy_F._Aarons,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Reza Abdoh,https://en.wikipedia.org/wiki/Reza_Abdoh,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marc Acito,https://en.wikipedia.org/wiki/Marc_Acito,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
J. C. Adams,https://en.wikipedia.org/wiki/J._C._Adams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ryland Adams,https://en.wikipedia.org/wiki/Ryland_Adams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Weaver W. Adams,https://en.wikipedia.org/wiki/Weaver_W._Adams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jonathan Adler,https://en.wikipedia.org/wiki/Jonathan_Adler,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chris Adrian,https://en.wikipedia.org/wiki/Chris_Adrian,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Roberto Aguirre-Sacasa,https://en.wikipedia.org/wiki/Roberto_Aguirre-Sacasa,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Clay Aiken,https://en.wikipedia.org/wiki/Clay_Aiken,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Akers,https://en.wikipedia.org/wiki/Michael_Akers,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rabih Alameddine,https://en.wikipedia.org/wiki/Rabih_Alameddine,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mike Albo,https://en.wikipedia.org/wiki/Mike_Albo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kazim Ali,https://en.wikipedia.org/wiki/Kazim_Ali,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ted Allen,https://en.wikipedia.org/wiki/Ted_Allen,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Linas Alsenas,https://en.wikipedia.org/wiki/Linas_Alsenas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Joseph Alsop,https://en.wikipedia.org/wiki/Joseph_Alsop,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kyle Patrick Alvarez,https://en.wikipedia.org/wiki/Kyle_Patrick_Alvarez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sasha Alyson,https://en.wikipedia.org/wiki/Sasha_Alyson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Amateur Gourmet,https://en.wikipedia.org/wiki/Amateur_Gourmet,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eric Anderson (sociologist),https://en.wikipedia.org/wiki/Eric_Anderson_(sociologist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marc Andreyko,https://en.wikipedia.org/wiki/Marc_Andreyko,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bill Andriette,https://en.wikipedia.org/wiki/Bill_Andriette,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John-Manuel Andriote,https://en.wikipedia.org/wiki/John-Manuel_Andriote,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kenneth Anger,https://en.wikipedia.org/wiki/Kenneth_Anger,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Steve Antin,https://en.wikipedia.org/wiki/Steve_Antin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kwame Anthony Appiah,https://en.wikipedia.org/wiki/Kwame_Anthony_Appiah,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Francisco Aragón,https://en.wikipedia.org/wiki/Francisco_Aragón,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Arceneaux,https://en.wikipedia.org/wiki/Michael_Arceneaux,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
